edge,n_iso,n_blocks,has_dupl,n_categories,majority_category,singleton,cat_entropy,n_nodes,min_length,max_length,mean_length,n_all_cores,core_left_length,core_right_length,transitive,nonempty_acc_len,nonempty_freq,tot_acc_len
NXDMMBMCUJ_r__UPOMFHGEIC_r,222,3,False,2,221,True,0.028830728559561508,5,1626,2403,1629.5,221,643.0,983.0,False,777.0,0.0045045045045045045,777
NWCEHPYUOF_r__RXNPYLXNHX_r,222,3,False,2,221,True,0.028830728559561508,5,1854,2631,1857.5,221,1200.0,654.0,False,777.0,0.0045045045045045045,777
NSJRIJGVOG_r__QHGKDXJCDB_r,222,3,False,2,221,True,0.028830728559561508,5,24556,54623,24691.436936936938,221,9950.0,14606.0,False,30067.0,0.0045045045045045045,30067
NRUWWZSIIO_r__URGBYGHEXB_r,222,3,False,2,221,True,0.028830728559561508,5,5416,42988,5585.243243243243,221,4893.0,523.0,False,37572.0,0.0045045045045045045,37572
NRUWWZSIIO_f__YQUHGDANHE_r,222,6,False,4,168,False,0.5995664723858753,12,9230,14086,9394.626126126126,0,4886.0,4241.0,False,267.6261261261261,1.0,6053
NPQDSPAYII_r__PNGMFIQRPL_r,222,3,False,2,221,True,0.028830728559561508,5,23294,25834,23305.441441441442,221,12229.0,11065.0,False,2540.0,0.0045045045045045045,2540
NPQDSPAYII_f__VJEJDHVKTM_f,222,3,False,2,221,True,0.028830728559561508,5,17470,18182,17473.207207207208,221,12230.0,5240.0,False,712.0,0.0045045045045045045,712
NOAJDCSIVA_f__NZXBIFMPMA_r,222,6,False,5,112,False,1.0846478572470062,22,22388,24695,23356.369369369368,81,18464.0,3749.0,False,1524.6666666666667,0.6351351351351351,2307
NNMCFJQNVX_r__VFXLTFSKTV_f,222,3,False,2,221,True,0.028830728559561508,5,8686,9463,8689.5,221,6341.0,2345.0,False,777.0,0.0045045045045045045,777
NKVSUZGURN_f__ZLLQQUXUIP_f,222,9,False,3,220,False,0.057641074676245505,16,12585,24037,12686.86936936937,220,7907.0,4678.0,False,11307.5,0.009009009009009009,12722
OWCPAELREV_f__URGBYGHEXB_f,222,6,False,3,167,False,0.5823615927368339,12,4400,22066,5264.175675675676,0,3556.0,553.0,False,1155.1756756756756,1.0,18248
OWCPAELREV_r__YGYJJNMGPS_r,222,1,False,1,222,False,0.0,1,6093,6093,6093.0,222,6093.0,6093.0,True,,0.0,0
OZLYYMOKWU_f__PCDWLGUYCB_f,222,3,False,3,219,False,0.08018637650771378,8,3758,4575,3769.0405405405404,219,964.0,2794.0,False,817.0,0.013513513513513514,817
PHPNFXNTAW_r__XXVMWZCEKI_r,222,7,False,5,158,False,0.6700047650577178,22,14327,18241,16609.5,0,2430.0,,False,2396.5,1.0,4246
QTNOMKLZAU_r__YMOQOUYRSV_r,222,3,False,3,218,False,0.10035413613342482,8,13863,14631,13876.837837837838,218,8857.0,5006.0,False,768.0,0.018018018018018018,768
QTNOMKLZAU_f__ZZSDXSBTYG_f,222,4,False,3,197,False,0.3708556409275297,9,21628,22841,21758.585585585584,24,,12913.0,False,146.41414141414143,0.8918918918918919,1213
QSECVMMRIA_r__ZIFDFWWRCE_f,222,5,False,4,169,False,0.6101533843293668,16,1969,5032,2177.162162162162,169,1215.0,518.0,False,871.9245283018868,0.23873873873873874,3063
QQXNMUYDNS_r__ZFYFAGFPQE_r,222,3,False,2,221,True,0.028830728559561508,5,29369,30145,29372.495495495496,221,14530.0,14839.0,False,776.0,0.0045045045045045045,776
QQLFXKORNH_r__TUJRNXXQZV_r,222,3,False,2,221,True,0.028830728559561508,5,8260,8368,8367.513513513513,1,6735.0,1525.0,False,108.0,0.9954954954954955,108
QOZGCUDAAI_f__ZKNDLZPYCI_f,222,3,False,2,221,True,0.028830728559561508,5,12205,12982,12208.5,221,10670.0,1535.0,False,777.0,0.0045045045045045045,777
QNVVEFTBVQ_r__TLVFRBMGBC_r,222,11,False,6,217,False,0.1439488876457942,43,18183,55863,18646.135135135137,0,1694.0,3924.0,False,1223.1351351351352,1.0,42244
QLKLQMYUEK_r__YMOQOUYRSV_f,222,3,False,2,221,True,0.028830728559561508,5,6428,7204,6431.495495495496,221,1421.0,5007.0,False,776.0,0.0045045045045045045,776
QLKLQMYUEK_f__SVGDCUWZRJ_f,222,3,False,2,221,True,0.028830728559561508,5,69126,69288,69287.27027027027,1,1422.0,67704.0,False,162.0,0.9954954954954955,162
RKAOKULCFF_f__VFXLTFSKTV_r,222,136,True,26,148,False,1.3990680692693176,713,21027,106417,45550.13963963964,0,8666.0,2336.0,False,34548.13963963964,1.0,241803
QJRASUKHLX_f__TCWDRAKLPS_f,222,5,False,4,215,False,0.1651351944415677,15,3739,6446,3801.545045045045,215,1347.0,2087.0,False,1983.5714285714287,0.03153153153153153,4570
QHIDYNXVPV_f__QXRGVLICMC_r,222,3,False,2,221,True,0.028830728559561508,5,4426,5498,4430.828828828829,221,851.0,3575.0,False,1072.0,0.0045045045045045045,1072
QBLLBRLBSY_r__YSEMYTMKWD_r,222,3,False,2,221,True,0.028830728559561508,5,4518,5295,4521.5,221,3177.0,1341.0,False,777.0,0.0045045045045045045,777
QBLLBRLBSY_f__WVXKPXNUHD_f,222,1,False,1,222,False,0.0,1,34272,34272,34272.0,222,34272.0,34272.0,True,,0.0,0
RNYSWPAVAU_r__SKOEJARTYD_r,222,3,True,4,203,False,0.3381344644739046,14,39716,40034,39920.36036036036,1,16337.0,23379.0,False,205.28506787330318,0.9954954954954955,106
RPKQPTEKVL_f__TJTLWATQFF_r,222,3,False,2,221,True,0.028830728559561508,5,14523,15300,14526.5,221,12677.0,1846.0,False,777.0,0.0045045045045045045,777
PUSHEQNFCL_r__WFTVPHITVT_r,222,3,False,2,221,True,0.028830728559561508,5,12853,13283,13281.063063063064,1,577.0,12276.0,False,430.0,0.9954954954954955,430
PTUQIACJXK_r__XDZOAXPBLI_r,222,3,False,2,221,True,0.028830728559561508,5,5969,6746,5972.5,221,1415.0,4554.0,False,777.0,0.0045045045045045045,777
PTQCXBETCD_r__YXSCHJRBEK_r,222,4,False,3,220,False,0.057641074676245505,11,10204,10981,10211.0,220,2154.0,7724.0,False,777.0,0.009009009009009009,777
PNGMFIQRPL_r__XKCACMGLJG_f,222,3,False,2,220,False,0.051396505482011766,5,37566,38342,37572.99099099099,220,11056.0,26510.0,False,776.0,0.009009009009009009,776
RPRBRFQSUF_f__ZBZDOJCZKQ_f,222,3,True,2,221,True,0.028830728559561508,7,8041,8530,8043.2027027027025,0,2566.0,4986.0,False,491.2027027027027,1.0,489
RQUTOCWADD_r__TFLHNUOVEU_r,222,3,False,2,221,True,0.028830728559561508,5,11211,11987,11214.495495495496,221,791.0,10420.0,False,776.0,0.0045045045045045045,776
PLBKKTRTJE_r__YFJXDRHGLL_r,222,3,False,2,221,True,0.028830728559561508,5,12551,13623,12555.82882882883,221,10447.0,2104.0,False,1072.0,0.0045045045045045045,1072
PLBKKTRTJE_f__WYYPRCOBHQ_f,222,3,False,2,221,True,0.028830728559561508,5,11304,12080,11307.495495495496,221,10444.0,860.0,False,776.0,0.0045045045045045045,776
PJYKOTQZCQ_f__XNUJCMVIGS_f,222,1,False,1,222,False,0.0,1,6528,6528,6528.0,222,6528.0,6528.0,True,,0.0,0
PICWJBPWDZ_r__SEDXXNCRYL_r,222,3,False,2,221,True,0.028830728559561508,5,18406,19183,18409.5,221,6034.0,12372.0,False,777.0,0.0045045045045045045,777
PICWJBPWDZ_f__ZLAJFQLBFQ_f,222,3,False,2,221,True,0.028830728559561508,5,6699,7476,6702.5,221,6035.0,664.0,False,777.0,0.0045045045045045045,777
NHYWGMABYN_f__TFLHNUOVEU_f,222,5,False,3,219,False,0.08018637650771378,11,20476,61556,24121.63963963964,2,10064.0,10412.0,False,3678.7818181818184,0.990990990990991,41080
NHYPOXAZSV_f__TUJRNXXQZV_f,222,3,False,2,221,True,0.028830728559561508,5,6338,42158,6499.351351351352,221,4821.0,1517.0,False,35820.0,0.0045045045045045045,35820
KUDTBWWBJE_r__NBVDTPUFKL_r,222,3,False,2,221,True,0.028830728559561508,5,14257,15034,14260.5,221,4942.0,9315.0,False,777.0,0.0045045045045045045,777
LBNAYIUADV_f__UZPMAGGISX_f,222,3,False,2,220,False,0.051396505482011766,5,21215,24718,21246.558558558558,220,8295.0,12920.0,False,3503.0,0.009009009009009009,3503
LPUDKVLVUB_r__XISLAJEPQB_r,222,3,False,2,221,True,0.028830728559561508,5,25043,25819,25046.495495495496,221,4137.0,20906.0,False,776.0,0.0045045045045045045,776
LODCSSRYYQ_r__QQZHEZDFNF_r,222,4,False,3,220,False,0.057641074676245505,11,5261,6021,5267.846846846847,220,3519.0,1372.0,False,760.0,0.009009009009009009,760
LODCSSRYYQ_f__PUGROJSRNQ_r,222,3,False,2,221,True,0.028830728559561508,5,7567,8344,7570.5,221,3509.0,4058.0,False,777.0,0.0045045045045045045,777
LNBURBEGYE_r__NFZHJZUNUE_r,222,3,False,2,219,False,0.07158483369291901,5,3754,4531,3764.5,219,2927.0,827.0,False,777.0,0.013513513513513514,777
LMHHHLNVVA_f__TEQWAIXLNE_f,222,3,False,2,221,True,0.028830728559561508,5,1366,2143,1369.5,221,650.0,716.0,False,777.0,0.0045045045045045045,777
LGOKMQPFVQ_f__XNYZXWCUST_r,222,92,False,10,209,False,0.3434902990224859,341,7585,57869,10271.621621621622,209,4790.0,2795.0,False,45879.230769230766,0.05855855855855856,162918
LGHIOJDCCR_r__VRVWQAMLYI_r,222,3,False,2,221,True,0.028830728559561508,5,10946,49594,11120.09009009009,221,9710.0,1236.0,False,38648.0,0.0045045045045045045,38648
LGHIOJDCCR_f__WGHTAJLAAQ_f,222,3,False,2,221,True,0.028830728559561508,5,15864,16640,15867.495495495496,221,9709.0,6155.0,False,776.0,0.0045045045045045045,776
LFZGFSBAPK_r__QRYVQHRCDP_f,222,18,True,11,128,False,1.1352514305850132,139,2938,43940,31756.036036036036,54,592.0,2346.0,False,38080.97619047619,0.7567567567567568,41791
LFZGFSBAPK_f__ZTKIBWAINE_f,222,6,False,4,219,False,0.08643094570194752,20,1736,39308,2243.7297297297296,219,593.0,1143.0,False,37572.0,0.013513513513513514,37572
LFLCYTAXPM_r__SXOFMAMNHV_r,222,11,True,7,214,False,0.21522375988723189,77,9699,50960,11094.112612612613,214,3712.0,5987.0,False,38714.375,0.036036036036036036,40439
LELSLSXUJD_f__MXGPCKRKDO_f,222,4,False,2,150,False,0.6300861445587914,6,32352,32868,32700.64864864865,0,10291.0,21937.0,False,472.64864864864865,1.0,764
LBNAYIUADV_r__OHDZQPGPWN_f,222,3,False,2,220,False,0.051396505482011766,5,11226,11328,11327.081081081082,2,8298.0,2928.0,False,102.0,0.990990990990991,102
RQWYEDDQZU_f__RYTHIAUQXY_f,222,22,False,4,207,False,0.2897135784285529,35,3440,50336,4691.315315315315,207,1209.0,2231.0,False,18519.466666666667,0.06756756756756757,78724
NFUBAVIKFJ_r__XPWJUXEWXE_r,222,3,False,2,221,True,0.028830728559561508,5,13224,14001,13227.5,221,781.0,12443.0,False,777.0,0.0045045045045045045,777
RQWYEDDQZU_r__YMBQLXNBIS_r,222,3,False,2,221,True,0.028830728559561508,5,8619,9395,8622.495495495496,221,1209.0,7410.0,False,776.0,0.0045045045045045045,776
LATJWEMOFA_f__QBGLNTNIEN_f,222,4,False,3,220,False,0.057641074676245505,11,8604,9381,8611.0,220,3813.0,4680.0,False,777.0,0.009009009009009009,777
RTZVEJWRIR_f__XDNOEMXHOO_r,222,4,False,3,220,False,0.057641074676245505,11,13768,14545,13775.0,220,11979.0,1478.0,False,777.0,0.009009009009009009,777
KWPZDDFHSF_r__PTUISUDLZT_r,222,4,False,3,220,False,0.057641074676245505,11,26999,27759,27005.846846846845,220,24454.0,2287.0,False,760.0,0.009009009009009009,760
KWPZDDFHSF_f__QVAQRRBQVP_f,222,3,False,2,221,True,0.028830728559561508,5,49328,107372,49589.45945945946,221,24441.0,24887.0,False,58044.0,0.0045045045045045045,58044
KWNRIUDCDY_r__WFTJCBOVZL_f,222,9,False,5,218,False,0.11520024814245333,29,10121,19631,16616.84234234234,1,3960.0,6161.0,False,6525.235294117647,0.9954954954954955,11637
KWNRIUDCDY_f__NFZHJZUNUE_f,222,3,False,2,221,True,0.028830728559561508,5,4788,5565,4791.5,221,3969.0,819.0,False,777.0,0.0045045045045045045,777
KVZHMABUDN_r__SXDHEWPAWT_r,222,3,False,2,220,False,0.051396505482011766,5,5079,7619,5101.882882882883,220,3173.0,1906.0,False,2540.0,0.009009009009009009,2540
KVZHMABUDN_f__VOCDMCENAJ_f,222,5,False,3,218,False,0.10271110975398584,11,3945,4721,3956.324324324324,218,3172.0,644.0,False,628.5,0.018018018018018018,1257
KUYFFMDYBH_r__KYQOKYBCOW_r,222,3,False,2,221,True,0.028830728559561508,5,17938,18715,17941.5,221,4138.0,13800.0,False,777.0,0.0045045045045045045,777
KURGFARMPR_r__RJJWLWHZAS_r,222,10,False,6,217,False,0.1439488876457942,47,9686,67042,11921.977477477478,0,3009.0,3695.0,False,4848.977477477478,1.0,60737
KURGFARMPR_f__NBRIDDKSIX_f,222,3,False,2,221,True,0.028830728559561508,5,5959,7031,5963.828828828829,221,3010.0,2949.0,False,1072.0,0.0045045045045045045,1072
KUIFCLFQSI_r__TWATEWRZLR_r,222,3,False,2,221,True,0.028830728559561508,5,7575,8352,7578.5,221,2747.0,4828.0,False,777.0,0.0045045045045045045,777
LRPZIYPPND_r__VTCLZJNIFI_f,222,4,True,4,110,False,0.7833278256163276,17,14425,14765,14725.720720720721,0,1840.0,12415.0,False,470.72072072072075,1.0,270
LSBXOCNNHO_f__STWSZJXKDU_f,222,9,False,3,216,False,0.13642816735899047,16,3376,32026,4142.22972972973,216,995.0,2381.0,False,28350.5,0.02702702702702703,33799
LSXWAAQWNO_f__UIRDNIZHWO_r,222,6,True,3,220,False,0.057641074676245505,15,11091,25216,11158.09009009009,220,7744.0,3232.0,False,7447.0,0.009009009009009009,12587
LSXWAAQWNO_r__WFTJCBOVZL_r,222,5,False,4,219,False,0.08643094570194752,19,14271,15039,14281.378378378378,219,7725.0,6171.0,False,768.0,0.013513513513513514,768
NFBBASIHND_f__QQZHEZDFNF_f,222,3,False,2,220,False,0.051396505482011766,5,2338,3651,2349.828828828829,220,971.0,1367.0,False,1313.0,0.009009009009009009,1313
NEECSYVOPQ_r__OSWZJWLTWJ_r,222,3,False,2,221,True,0.028830728559561508,5,5148,5859,5151.2027027027025,221,1041.0,4107.0,False,711.0,0.0045045045045045045,711
MZUXHCDAHB_r__WPWEZCITMI_f,222,3,False,2,221,True,0.028830728559561508,5,12740,13517,12743.5,221,12019.0,721.0,False,777.0,0.0045045045045045045,777
MZUXHCDAHB_f__VWDEPLURXS_f,222,3,False,2,221,True,0.028830728559561508,5,23901,25347,23907.513513513513,221,12027.0,11874.0,False,1446.0,0.0045045045045045045,1446
MXDBTXHFHJ_r__RTTKAJVARC_r,222,3,False,2,221,True,0.028830728559561508,5,9556,15270,9581.738738738739,221,1893.0,7663.0,False,5714.0,0.0045045045045045045,5714
MXDBTXHFHJ_f__WPWEZCITMI_r,222,4,False,3,220,False,0.057641074676245505,8,2713,3779,2721.2972972972975,220,1894.0,819.0,False,921.0,0.009009009009009009,1842
MUWGUWCDTU_r__UTYAQKFQDH_r,222,3,False,2,221,True,0.028830728559561508,5,4048,4825,4051.5,221,3244.0,804.0,False,777.0,0.0045045045045045045,777
MUWGUWCDTU_f__ZKKSOYXZSQ_r,222,5,False,3,219,False,0.08018637650771378,11,10169,11605,10185.436936936936,219,3244.0,6448.0,False,1216.3333333333333,0.013513513513513514,2213
MRLECGPUYI_r__SUBPWPQDFD_r,222,3,True,3,206,False,0.28612068031197674,9,3177,3407,3285.7837837837837,14,2407.0,770.0,False,116.10576923076923,0.9369369369369369,115
MRLECGPUYI_f__QQLFXKORNH_r,222,3,False,2,221,True,0.028830728559561508,5,9147,10496,9153.076576576577,221,2408.0,6739.0,False,1349.0,0.0045045045045045045,1349
MRDJEEINGI_r__NXDMMBMCUJ_r,222,3,False,2,221,True,0.028830728559561508,5,4337,5590,4342.644144144144,221,3695.0,642.0,False,1253.0,0.0045045045045045045,1253
MRDJEEINGI_f__PHTUBOWZWA_r,222,4,False,2,221,True,0.028830728559561508,6,5378,6055,6051.95045045045,0,3694.0,916.0,False,1441.9504504504505,1.0,2213
MQQJQQCKYE_r__NSABNEFPLA_r,222,1,False,1,222,False,0.0,1,36970,36970,36970.0,222,36970.0,36970.0,True,,0.0,0
MQBRJIVJKG_r__TQBHYEMDFE_f,222,3,False,2,221,True,0.028830728559561508,5,19802,20579,19805.5,221,19029.0,773.0,False,777.0,0.0045045045045045045,777
MPNWYFWMOG_r__RNYSWPAVAU_r,222,3,False,2,221,True,0.028830728559561508,5,16888,17246,17244.38738738739,1,539.0,16349.0,False,358.0,0.9954954954954955,358
MPNWYFWMOG_f__OURQVJZAZZ_f,222,4,False,3,220,False,0.057641074676245505,8,1191,1967,1197.7027027027027,220,604.0,587.0,False,744.0,0.009009009009009009,1488
MGMIGHAJSL_r__MQQJQQCKYE_r,222,3,False,3,218,False,0.10035413613342482,8,8766,10156,8791.045045045044,218,3333.0,5433.0,False,1390.0,0.018018018018018018,1390
MGMIGHAJSL_f__QGDRSQCGSH_f,222,3,False,2,221,True,0.028830728559561508,5,5318,6095,5321.5,221,3335.0,1983.0,False,777.0,0.0045045045045045045,777
MFKARJGFFB_f__UNPTZNKWVD_f,222,3,False,2,221,True,0.028830728559561508,5,21674,23246,23238.91891891892,1,11306.0,10368.0,False,1572.0,0.9954954954954955,1572
MEHHGHHPUN_r__NBRIDDKSIX_r,222,3,False,2,221,True,0.028830728559561508,5,4385,7602,4399.490990990991,221,1435.0,2950.0,False,3217.0,0.0045045045045045045,3217
MEHCNXCRXO_f__WPHCKAWLWJ_f,222,3,False,2,221,True,0.028830728559561508,5,9545,10798,9550.644144144144,221,4092.0,5453.0,False,1253.0,0.0045045045045045045,1253
LZZLBNNDDA_f__TJJBZTAYLC_f,222,3,False,2,221,True,0.028830728559561508,5,15788,17021,15793.554054054053,221,1996.0,13792.0,False,1233.0,0.0045045045045045045,1233
LYIOXHYOKA_r__OLUEEZMVIH_r,222,3,False,2,221,True,0.028830728559561508,5,9570,45069,9729.905405405405,221,3723.0,5847.0,False,35499.0,0.0045045045045045045,35499
LYIOXHYOKA_f__UXPSNWWHML_f,222,3,False,3,220,False,0.057641074676245505,8,9917,11400,9930.36036036036,220,3732.0,6185.0,False,1483.0,0.009009009009009009,1483
LWRCACRWJW_r__PIVHURLJVP_r,222,3,False,2,221,True,0.028830728559561508,5,9756,13462,13445.306306306305,1,1687.0,8069.0,False,3706.0,0.9954954954954955,3706
LWRCACRWJW_f__UJBGATQZSS_f,222,8,False,6,210,False,0.26966786032224743,26,3417,9646,8630.698198198199,0,1686.0,,False,5718.698198198198,1.0,7344
LTVDYXJODN_f__XIDWLBCHGM_f,222,3,False,2,221,True,0.028830728559561508,5,4207,4983,4210.495495495496,221,1590.0,2617.0,False,776.0,0.0045045045045045045,776
GXPNFHPAJW_f__ZEWJRLKRRP_f,222,3,False,2,180,False,0.48504514255633646,5,3058,3291,3102.0810810810813,180,1011.0,2047.0,False,233.0,0.1891891891891892,233
GTBGXRLKIO_r__YVITOTFSEE_r,222,3,False,2,221,True,0.028830728559561508,5,2341,3594,2346.6441441441443,221,1023.0,1318.0,False,1253.0,0.0045045045045045045,1253
GTBGXRLKIO_f__SDWAYYASVR_f,222,3,False,2,221,True,0.028830728559561508,5,4740,4887,4886.3378378378375,1,1008.0,3732.0,False,147.0,0.9954954954954955,147
BPVPACRZPN_r__SXDHEWPAWT_f,222,3,False,2,216,False,0.12425083738963087,5,9239,10671,9277.702702702703,216,7327.0,1912.0,False,1432.0,0.02702702702702703,1432
WVWXPHACBJ_f__YWSGZOAHNX_f,222,3,False,2,221,True,0.028830728559561508,5,50206,51278,50210.82882882883,221,23243.0,26963.0,False,1072.0,0.0045045045045045045,1072
BWEZXGGFBK_f__SKCSCYCISB_r,222,3,False,2,221,True,0.028830728559561508,5,11873,12597,11876.261261261261,221,7318.0,4555.0,False,724.0,0.0045045045045045045,724
BVYIWUHBUT_r__GAIVNEGFHR_r,222,3,True,4,150,False,0.8480313657549933,18,6666,7251,7028.77027027027,0,2890.0,3581.0,False,557.7702702702703,1.0,195
BVYIWUHBUT_f__ZGDFXVNQXV_r,222,3,False,2,221,True,0.028830728559561508,5,9256,10711,10704.445945945947,1,2890.0,6366.0,False,1455.0,0.9954954954954955,1455
BVVBLHLFVH_r__SHWWGBTMMM_r,222,3,False,2,220,False,0.051396505482011766,5,13591,14368,13598.0,220,558.0,13033.0,False,777.0,0.009009009009009009,777
BVVBLHLFVH_f__SAMESKIMAJ_r,222,3,False,2,221,True,0.028830728559561508,5,1579,2356,1582.5,221,568.0,1011.0,False,777.0,0.0045045045045045045,777
BUSCALJOVG_r__LWQLAUQSCU_r,222,3,False,2,221,True,0.028830728559561508,5,11105,11881,11108.495495495496,221,3840.0,7265.0,False,776.0,0.0045045045045045045,776
BUSCALJOVG_f__HLLLVEXLHF_r,222,3,False,2,219,False,0.07158483369291901,5,7439,9332,7464.581081081081,219,3856.0,3583.0,False,1893.0,0.013513513513513514,1893
BTXAZDJJLH_r__GOSFXHIPVD_r,222,3,False,2,170,False,0.5443422122111141,5,2452,5041,3058.4324324324325,170,1784.0,668.0,False,2589.0,0.23423423423423423,2589
BTXAZDJJLH_f__WBVPCGKUTV_f,222,5,False,3,218,False,0.10035413613342482,11,5979,8519,6019.238738738739,218,1775.0,3871.0,False,2233.25,0.018018018018018018,3853
BRZJUAZYZF_f__NOAJDCSIVA_f,222,4,False,2,170,False,0.5443422122111141,6,20036,21883,20468.630630630632,0,1473.0,18456.0,False,539.6306306306307,1.0,2061
BRGTVFLEGY_r__GJOUKDYRJE_r,222,3,False,2,221,True,0.028830728559561508,5,21450,22227,21453.5,221,12846.0,8604.0,False,777.0,0.0045045045045045045,777
BRGTVFLEGY_f__QWMTKCOYQH_f,222,3,False,2,221,True,0.028830728559561508,5,13521,14298,13524.5,221,12863.0,658.0,False,777.0,0.0045045045045045045,777
BPVPACRZPN_f__EYYBBUUUVB_f,222,3,False,2,221,True,0.028830728559561508,5,8539,13643,13620.009009009009,1,7326.0,1213.0,False,5104.0,0.9954954954954955,5104
BWLQZIEPEC_r__HUIGUZLHBJ_r,222,3,False,2,221,True,0.028830728559561508,5,3917,4983,3921.801801801802,221,2929.0,988.0,False,1066.0,0.0045045045045045045,1066
BPPZAYYVKM_r__DCRZLNKVGV_r,222,3,False,2,221,True,0.028830728559561508,5,14843,16696,14851.346846846847,221,6953.0,7890.0,False,1853.0,0.0045045045045045045,1853
BPPZAYYVKM_f__JRRJHZVADX_f,222,4,False,3,220,False,0.057641074676245505,10,11706,12474,11711.936936936936,0,6954.0,4534.0,False,223.93693693693695,1.0,986
BOKLLFOQQG_r__LLBCNVRABS_r,222,8,False,5,218,False,0.11520024814245333,31,32431,36573,34044.15315315315,0,7452.0,23729.0,False,2382.153153153153,1.0,5680
BOKLLFOQQG_f__WXBUSEEMMM_f,222,3,False,2,221,True,0.028830728559561508,5,23710,27420,23726.711711711712,221,7454.0,16256.0,False,3710.0,0.0045045045045045045,3710
BNIGRCVPML_f__BRZJUAZYZF_f,222,3,True,2,221,True,0.028830728559561508,8,2572,3358,3354.4594594594596,0,706.0,1473.0,False,1175.4594594594594,1.0,393
BMNMWSPCQG_r__FHAPZVUFCF_r,222,3,False,2,220,False,0.051396505482011766,5,15561,17222,15575.963963963964,220,10660.0,4901.0,False,1661.0,0.009009009009009009,1661
BMNMWSPCQG_f__QZJVOAHOBS_f,222,3,False,2,221,True,0.028830728559561508,5,11419,12195,11422.495495495496,221,10669.0,750.0,False,776.0,0.0045045045045045045,776
WVWXPHACBJ_r__YPDDEPKACD_f,222,3,False,2,221,True,0.028830728559561508,5,24039,24816,24042.5,221,23253.0,786.0,False,777.0,0.0045045045045045045,777
WZDCCWPRYS_r__XNUJCMVIGS_r,222,3,False,2,220,False,0.051396505482011766,5,11790,12567,11797.0,220,9095.0,2695.0,False,777.0,0.009009009009009009,777
XFUKGTZLAV_r__YNTFBMKXBV_r,222,3,False,2,221,True,0.028830728559561508,5,13827,16367,13838.441441441442,221,12395.0,1432.0,False,2540.0,0.0045045045045045045,2540
XPVMPHROHI_r__ZTKIBWAINE_r,222,3,False,3,219,False,0.08018637650771378,8,14186,15715,14206.662162162162,219,13038.0,1148.0,False,1529.0,0.013513513513513514,1529
XXVQEZNBQB_f__YMBQLXNBIS_f,222,3,False,2,221,True,0.028830728559561508,5,15340,16649,15345.896396396396,221,7939.0,7401.0,False,1309.0,0.0045045045045045045,1309
BKGMWIBGXJ_f__PHTUBOWZWA_f,222,3,False,2,221,True,0.028830728559561508,5,3602,4940,3608.027027027027,221,2697.0,905.0,False,1338.0,0.0045045045045045045,1338
BWLQZIEPEC_f__TJTLWATQFF_f,222,3,False,2,221,True,0.028830728559561508,5,4766,5543,4769.5,221,2921.0,1845.0,False,777.0,0.0045045045045045045,777
BWLSGNSKRI_f__SHWWGBTMMM_f,222,3,False,2,221,True,0.028830728559561508,5,14083,14859,14086.495495495496,221,1060.0,13023.0,False,776.0,0.0045045045045045045,776
GPXHVRRZLC_r__LZZLBNNDDA_f,222,4,False,3,220,False,0.057641074676245505,10,7064,7840,7069.2027027027025,0,4657.0,2010.0,False,402.2027027027027,1.0,1173
CIJXPFLBBX_f__DTVZLGOMLA_r,222,4,False,3,219,False,0.08018637650771378,11,18065,18842,18075.5,219,1923.0,15924.0,False,777.0,0.013513513513513514,777
CURWDAFDCZ_f__SOPFFTTIKI_r,222,1,False,1,222,False,0.0,1,15792,15792,15792.0,222,15792.0,15792.0,True,,0.0,0
CTWLDYAKJU_r__FQGXEWGAMU_r,222,22,False,5,216,False,0.15783065698136062,53,5908,55192,6987.756756756757,216,2977.0,2652.0,False,39951.0,0.02702702702702703,72076
CTWLDYAKJU_f__RYLMYMEVBL_f,222,3,False,2,221,True,0.028830728559561508,5,7297,8363,7301.801801801802,221,2969.0,4328.0,False,1066.0,0.0045045045045045045,1066
CRALSVTFTC_r__DZZSXIRRFM_r,222,4,False,3,220,False,0.057641074676245505,11,12336,13105,12342.927927927927,220,9478.0,2592.0,False,769.0,0.009009009009009009,769
CRALSVTFTC_f__VKGJGCHOXW_f,222,4,False,2,221,True,0.028830728559561508,6,13189,13739,13191.477477477478,0,9489.0,3484.0,False,218.47747747747746,1.0,982
CMIDHIUKEW_r__GCKPIDOUOW_r,222,5,False,4,148,False,0.6841756832855903,16,7319,11121,9055.252252252252,72,2832.0,4487.0,False,2569.653333333333,0.6756756756756757,3802
CMIDHIUKEW_f__JFHWUQKCYR_f,222,13,True,10,152,False,1.1037909422348675,122,16398,28978,26904.77927927928,0,2802.0,9814.0,False,14288.779279279279,1.0,12557
CKQWWCGPVC_r__LGOKMQPFVQ_f,222,6,True,7,148,False,0.922483638208321,26,5705,6249,6203.045045045045,2,934.0,4771.0,False,502.57272727272726,0.990990990990991,556
CKQWWCGPVC_f__YGYJJNMGPS_f,222,3,False,2,221,True,0.028830728559561508,5,3413,41981,3586.7297297297296,221,924.0,2489.0,False,38568.0,0.0045045045045045045,38568
CKJJDCVHOP_r__SQYOENFQOY_r,222,3,False,2,221,True,0.028830728559561508,5,28127,28904,28130.5,221,2243.0,25884.0,False,777.0,0.0045045045045045045,777
CIRMBUYJFK_r__IAMXLIYGOQ_r,222,3,False,2,221,True,0.028830728559561508,5,10074,10851,10077.5,221,3489.0,6585.0,False,777.0,0.0045045045045045045,777
