edge,n_iso,n_blocks,has_dupl,n_categories,majority_category,singleton,cat_entropy,n_nodes,min_length,max_length,mean_length,n_all_cores,core_left_length,core_right_length,transitive,nonempty_acc_len,nonempty_freq,tot_acc_len
CIRMBUYJFK_f__CWCCKOQCWZ_r,222,41,True,33,129,False,1.6004824019901098,1004,21762,67898,54594.33783783784,0,3488.0,2990.0,False,48116.33783783784,1.0,107528
CIJXPFLBBX_r__YOJVMARYCH_r,222,3,False,2,221,True,0.028830728559561508,5,38325,74223,38486.7027027027,221,1929.0,36396.0,False,35898.0,0.0045045045045045045,35898
CGSVFFCAQH_r__UIKHOVSIJN_r,222,3,False,2,221,True,0.028830728559561508,5,28171,28948,28174.5,221,11219.0,16952.0,False,777.0,0.0045045045045045045,777
BWLSGNSKRI_r__CKJJDCVHOP_r,222,3,False,2,221,True,0.028830728559561508,5,3312,4089,3315.5,221,1049.0,2263.0,False,777.0,0.0045045045045045045,777
CGSVFFCAQH_f__ORYIQTMOCW_f,222,3,False,2,218,False,0.09022197136551838,5,14433,15686,14455.576576576577,218,11229.0,3204.0,False,1253.0,0.018018018018018018,1253
CGQZOLYSTD_r__ZLLQQUXUIP_r,222,88,False,12,169,False,1.0010912359031499,410,6596,94256,18629.62162162162,169,1917.0,4679.0,False,50404.981132075474,0.23873873873873874,129434
CGQZOLYSTD_f__GNKAUAIAPT_f,222,3,False,2,221,True,0.028830728559561508,5,20325,22865,20336.441441441442,221,1909.0,18416.0,False,2540.0,0.0045045045045045045,2540
CCKNZTKJDD_r__SVGDCUWZRJ_r,222,5,False,3,220,False,0.057641074676245505,11,73482,74917,73491.96396396396,220,5504.0,67714.0,False,1106.0,0.009009009009009009,2212
CCBTELCMAW_r__FZZJSRRGUR_r,222,22,False,12,156,False,0.9024467457676096,153,11065,17919,13488.463963963964,0,1485.0,891.0,False,11112.463963963964,1.0,33308
CCBTELCMAW_f__XDNOEMXHOO_f,222,6,False,4,212,False,0.2124439468997329,18,3431,4208,3438.1801801801803,0,1477.0,,False,331.1801801801802,1.0,1430
CAWJDIUFZQ_r__OTPJRRWJRK_r,222,12,True,8,210,False,0.3110228710613226,97,10319,48064,12348.472972972973,210,7558.0,2761.0,False,37545.25,0.05405405405405406,37671
CAWJDIUFZQ_f__ZWPXXGKXGL_f,222,3,False,2,221,True,0.028830728559561508,5,8128,9382,8133.648648648648,221,7555.0,573.0,False,1254.0,0.0045045045045045045,1254
CAPUVXKIHV_r__OWNWVIRSZP_r,222,3,False,2,220,False,0.051396505482011766,5,7439,8216,7446.0,220,648.0,6791.0,False,777.0,0.009009009009009009,777
BZABGBSTKN_r__CCKNZTKJDD_r,222,3,False,2,221,True,0.028830728559561508,5,7014,10761,7030.878378378378,221,1504.0,5510.0,False,3747.0,0.0045045045045045045,3747
BZABGBSTKN_f__KRWMLFOZYV_f,222,3,False,2,220,False,0.051396505482011766,5,7923,8888,8879.306306306305,2,1507.0,6416.0,False,965.0,0.990990990990991,965
BXDANYEZUN_r__VQTSEJSIBI_r,222,3,False,2,221,True,0.028830728559561508,5,5661,43730,5832.481981981982,221,4091.0,1570.0,False,38069.0,0.0045045045045045045,38069
BXDANYEZUN_f__WXBUSEEMMM_r,222,3,False,2,221,True,0.028830728559561508,5,20347,25232,20369.004504504504,221,4090.0,16257.0,False,4885.0,0.0045045045045045045,4885
BHUNYKXPJG_r__QSPABZAPOJ_r,222,3,False,2,221,True,0.028830728559561508,5,19975,21410,19981.463963963964,221,8788.0,11187.0,False,1435.0,0.0045045045045045045,1435
BHUNYKXPJG_f__PLTCZQCVRD_f,222,3,False,2,221,True,0.028830728559561508,5,24444,27856,24459.369369369368,221,8790.0,15654.0,False,3412.0,0.0045045045045045045,3412
BHKETMHIEF_f__DCXMFWGYAY_r,222,16,True,11,210,False,0.33211355226458483,132,30196,53185,45385.761261261265,0,23256.0,4053.0,False,18076.76126126126,1.0,27481
AKVWSEINLE_r__JHJVGMLICW_f,222,3,False,2,221,True,0.028830728559561508,5,8718,10842,8727.567567567568,221,6926.0,1792.0,False,2124.0,0.0045045045045045045,2124
AQOVQHWFSE_f__KIVDDRSTJR_f,222,4,False,2,221,True,0.028830728559561508,6,12754,13060,13058.621621621622,0,3755.0,8231.0,False,1072.6216216216217,1.0,1842
APTPEYOMPI_r__GRXLFRUXHG_f,222,3,False,2,221,True,0.028830728559561508,5,26382,27818,26388.46846846847,221,24728.0,1654.0,False,1436.0,0.0045045045045045045,1436
APTPEYOMPI_f__BNIGRCVPML_f,222,4,False,3,220,False,0.057641074676245505,8,25460,44340,25548.545045045044,220,24767.0,693.0,False,9828.5,0.009009009009009009,19657
AOMYVKXUJH_r__WDXIDBBCPP_f,222,3,False,2,220,False,0.051396505482011766,5,19043,19820,19050.0,220,14714.0,4329.0,False,777.0,0.009009009009009009,777
AOMYVKXUJH_f__DVVYKKYAWE_f,222,3,False,2,221,True,0.028830728559561508,5,20008,23017,20021.554054054053,221,14721.0,5287.0,False,3009.0,0.0045045045045045045,3009
ANHYQUDQAA_r__IMAMHFLCWS_f,222,35,False,8,192,False,0.5465683104819633,140,39936,76983,44757.64414414414,192,29974.0,9962.0,False,35680.166666666664,0.13513513513513514,48945
ANHYQUDQAA_f__PZQINYLZXQ_r,222,5,False,5,215,False,0.18029311486970412,19,50116,53128,50150.45945945946,215,29930.0,19699.0,False,1092.857142857143,0.03153153153153153,3785
ALUPKVLFTO_r__GZNSNVCHYD_r,222,3,False,2,221,True,0.028830728559561508,5,7739,8516,7742.5,221,3824.0,3915.0,False,777.0,0.0045045045045045045,777
ALUPKVLFTO_f__YFJXDRHGLL_f,222,3,False,2,221,True,0.028830728559561508,5,5932,7364,5938.45045045045,221,3825.0,2107.0,False,1432.0,0.0045045045045045045,1432
ALEPDGQBYO_r__HBZGGMQJNE_r,222,5,False,3,219,False,0.08018637650771378,12,7408,30230,9027.238738738739,1,822.0,6352.0,False,1626.5656108597284,0.9954954954954955,22822
ALEPDGQBYO_f__KGWWUZQEKD_r,222,8,False,5,180,False,0.548573159533117,26,34783,36256,34909.0990990991,39,813.0,33512.0,False,152.97267759562843,0.8243243243243243,3559
ALEITXQZYY_r__DRPPNPOGXL_r,222,1,False,1,222,False,0.0,1,11691,11691,11691.0,222,11691.0,11691.0,True,,0.0,0
ALEITXQZYY_f__MFKARJGFFB_f,222,71,False,7,215,False,0.19513922687873264,192,20615,68187,21964.333333333332,215,9301.0,11314.0,False,42793.142857142855,0.03153153153153153,117687
AKVWSEINLE_f__QQSILILDBT_f,222,3,False,2,221,True,0.028830728559561508,5,8755,46893,8926.792792792792,221,6932.0,1823.0,False,38138.0,0.0045045045045045045,38138
BFFLQRQYSO_r__UZPMAGGISX_r,222,3,False,2,220,False,0.051396505482011766,5,15251,16027,15257.990990990991,220,2324.0,12927.0,False,776.0,0.009009009009009009,776
AIYSOORJDW_r__QVAQRRBQVP_r,222,3,False,2,221,True,0.028830728559561508,5,25629,27290,25636.481981981982,221,755.0,24874.0,False,1661.0,0.0045045045045045045,1661
AIYSOORJDW_f__EMGFPLARXL_f,222,3,False,2,218,False,0.09022197136551838,5,8358,9135,8372.0,218,756.0,7602.0,False,777.0,0.018018018018018018,777
AHYRAMUUTM_r__QQXNMUYDNS_r,222,5,False,3,218,False,0.10035413613342482,11,15585,16909,15601.463963963964,218,542.0,14539.0,False,913.75,0.018018018018018018,2101
AHYRAMUUTM_f__OWNWVIRSZP_f,222,3,False,2,220,False,0.051396505482011766,5,7333,15595,7407.4324324324325,220,541.0,6792.0,False,8262.0,0.009009009009009009,8262
AGVTAJTYER_r__OZLYYMOKWU_f,222,3,False,3,220,False,0.057641074676245505,8,1792,2552,1798.8468468468468,220,771.0,1021.0,False,760.0,0.009009009009009009,760
AGVTAJTYER_f__JYWYLUXXVS_f,222,3,False,2,221,True,0.028830728559561508,5,18330,19106,18333.495495495496,221,823.0,17507.0,False,776.0,0.0045045045045045045,776
AFFODHUCNW_r__VRDEBAMMSO_r,222,13,True,6,165,False,0.675956792138271,56,10914,60654,22572.53153153153,0,4888.0,3538.0,False,14146.531531531531,1.0,65446
AFFODHUCNW_f__KDNDVPYXTO_f,222,3,False,2,221,True,0.028830728559561508,5,13269,14046,13272.5,221,4880.0,8389.0,False,777.0,0.0045045045045045045,777
AEJQYPEVQR_r__OCLLBLOTSW_r,222,3,False,2,220,False,0.051396505482011766,5,3620,4396,3626.990990990991,220,2494.0,1126.0,False,776.0,0.009009009009009009,776
AEJQYPEVQR_f__SQYOENFQOY_f,222,4,False,3,219,False,0.08018637650771378,11,28675,29451,28685.486486486487,219,2502.0,25883.0,False,776.0,0.013513513513513514,776
ADOVFNSINA_r__CAPUVXKIHV_r,222,5,False,3,220,False,0.057641074676245505,12,8615,21651,20822.27927927928,0,7189.0,649.0,False,12984.279279279279,1.0,13813
ADOVFNSINA_f__ECOWCWQMQJ_f,222,3,False,2,221,True,0.028830728559561508,5,8484,9261,8487.5,221,7190.0,1294.0,False,777.0,0.0045045045045045045,777
ADIVNXMSJF_r__CGRLRHSCCE_f,222,3,False,2,221,True,0.028830728559561508,5,5717,16698,5766.463963963964,221,4282.0,1435.0,False,10981.0,0.0045045045045045045,10981
AQOVQHWFSE_r__CGRLRHSCCE_r,222,4,False,3,203,False,0.32100290009048493,10,5980,6958,6246.918918918919,0,3764.0,1448.0,False,1034.918918918919,1.0,1746
ASAGSWKXIP_f__PIDFVIHRFN_f,222,5,False,3,219,False,0.08018637650771378,11,5609,7644,6859.166666666667,2,574.0,5035.0,False,1261.5318181818182,0.990990990990991,2035
ASAGSWKXIP_r__KLALYXYDKQ_r,222,3,False,2,221,True,0.028830728559561508,5,1098,4163,1111.8063063063064,221,578.0,520.0,False,3065.0,0.0045045045045045045,3065
ASUEFIKAEX_f__HBZGGMQJNE_f,222,3,False,2,221,True,0.028830728559561508,5,10990,11766,10993.495495495496,221,4649.0,6341.0,False,776.0,0.0045045045045045045,776
BFFLQRQYSO_f__QOZGCUDAAI_f,222,3,False,2,221,True,0.028830728559561508,5,13004,15544,13015.441441441442,221,2327.0,10677.0,False,2540.0,0.0045045045045045045,2540
BBYPAMQVNF_r__VZTFXIZVXB_f,222,4,False,3,220,False,0.057641074676245505,10,24057,25555,24793.117117117115,0,19134.0,4161.0,False,1498.117117117117,1.0,2260
BBYPAMQVNF_f__XPWJUXEWXE_f,222,39,False,5,215,False,0.1764055192960314,87,31582,52560,32197.004504504504,215,19152.0,12430.0,False,19504.428571428572,0.03153153153153153,37033
BBOUIKLAYP_r__LFLCYTAXPM_r,222,3,False,2,221,True,0.028830728559561508,5,8692,10030,8698.027027027027,221,4989.0,3703.0,False,1338.0,0.0045045045045045045,1338
BBOUIKLAYP_f__IRXKDZITGA_r,222,3,False,2,221,True,0.028830728559561508,5,11120,11896,11123.495495495496,221,4970.0,6150.0,False,776.0,0.0045045045045045045,776
BAZFWNQRIZ_r__ZKNDLZPYCI_r,222,3,False,2,221,True,0.028830728559561508,5,7378,8154,7381.495495495496,221,5842.0,1536.0,False,776.0,0.0045045045045045045,776
BAZFWNQRIZ_f__WFHRDCDOMG_f,222,4,False,3,220,False,0.057641074676245505,11,7036,7813,7043.0,220,5835.0,714.0,False,777.0,0.009009009009009009,777
BAKCZJDAID_r__DWAEPOSFWS_f,222,3,False,2,221,True,0.028830728559561508,5,21593,23254,21600.481981981982,221,18887.0,2706.0,False,1661.0,0.0045045045045045045,1661
BAKCZJDAID_f__FHHLAHZJOM_f,222,3,False,2,221,True,0.028830728559561508,5,30416,33207,30428.57207207207,221,18893.0,11523.0,False,2791.0,0.0045045045045045045,2791
BAJXPSVBKO_r__KUYFFMDYBH_r,222,1,False,1,222,False,0.0,1,5998,5998,5998.0,222,5998.0,5998.0,True,,0.0,0
BAJXPSVBKO_f__DYNPHLIMVT_f,222,4,False,3,219,False,0.08018637650771378,11,2136,2912,2146.4864864864867,219,868.0,1152.0,False,776.0,0.013513513513513514,776
AYTAKTXJXK_r__IALJRKIFKE_r,222,3,False,2,221,True,0.028830728559561508,5,25955,26732,25958.5,221,13448.0,12507.0,False,777.0,0.0045045045045045045,777
AYTAKTXJXK_f__NSABNEFPLA_f,222,3,False,2,221,True,0.028830728559561508,5,39574,82086,39765.495495495496,221,13456.0,26118.0,False,42512.0,0.0045045045045045045,42512
AWYUJYFNGP_r__NDFRQBCFCG_r,222,3,False,2,221,True,0.028830728559561508,5,17258,18034,17261.495495495496,221,3482.0,13776.0,False,776.0,0.0045045045045045045,776
AWYUJYFNGP_f__GCNKXNFARN_r,222,7,True,11,120,False,1.2816740781514517,39,5577,5959,5806.540540540541,6,3525.0,2052.0,False,235.91666666666666,0.972972972972973,866
AVXTXOCVMG_r__GBIULQMJVJ_f,222,4,True,4,197,False,0.43966798344588787,12,6618,6844,6830.7657657657655,1,1870.0,4748.0,False,213.7285067873303,0.9954954954954955,226
AVXTXOCVMG_f__WOHPWXHUSI_r,222,3,False,2,220,False,0.051396505482011766,5,12010,13442,12022.9009009009,220,1869.0,10141.0,False,1432.0,0.009009009009009009,1432
AVUIDSRMNP_r__WCJONKLHBM_r,222,3,False,2,221,True,0.028830728559561508,5,10808,12244,10814.468468468469,221,8079.0,2729.0,False,1436.0,0.0045045045045045045,1436
AVUIDSRMNP_f__BHKETMHIEF_f,222,3,False,2,221,True,0.028830728559561508,5,31297,69562,31469.364864864863,221,8025.0,23272.0,False,38265.0,0.0045045045045045045,38265
AUJCCFGRKH_r__JFTSMYGWDT_r,222,3,False,2,221,True,0.028830728559561508,5,5376,6152,5379.495495495496,221,4147.0,1229.0,False,776.0,0.0045045045045045045,776
AUJCCFGRKH_f__VTCLZJNIFI_r,222,5,False,3,220,False,0.057641074676245505,12,17319,20742,19956.58108108108,0,4146.0,12396.0,False,3414.5810810810813,1.0,4200
ATPWUNKKID_r__PWDSOBLBPO_f,222,3,False,2,221,True,0.028830728559561508,5,35013,35791,35016.504504504504,221,21007.0,14006.0,False,778.0,0.0045045045045045045,778
YJSEGEHASG_r__YWSGZOAHNX_r,222,3,False,2,221,True,0.028830728559561508,5,85218,87758,85229.44144144144,221,58256.0,26962.0,False,2540.0,0.0045045045045045045,2540
YVEVUPDYEE_f__ZFYFAGFPQE_f,222,3,False,2,220,False,0.051396505482011766,5,23670,66182,24052.99099099099,220,8832.0,14838.0,False,42512.0,0.009009009009009009,42512
ATFHQYFPNW_r__PCDWLGUYCB_r,222,3,False,2,221,True,0.028830728559561508,5,4349,6889,4360.441441441441,221,1597.0,2752.0,False,2540.0,0.0045045045045045045,2540
ATFHQYFPNW_f__GUDQDOMJFJ_f,222,9,False,5,215,False,0.18029311486970412,24,7561,55365,8936.445945945947,215,1604.0,5957.0,False,43621.28571428572,0.03153153153153153,86078
ASUEFIKAEX_r__VWDEPLURXS_r,222,3,False,2,221,True,0.028830728559561508,5,16530,17306,16533.495495495496,221,4648.0,11882.0,False,776.0,0.0045045045045045045,776
CURWDAFDCZ_r__TONPLIFLWF_r,222,3,False,2,221,True,0.028830728559561508,5,13576,16116,13587.441441441442,221,6996.0,6580.0,False,2540.0,0.0045045045045045045,2540
CUSJYRGUQV_f__XXIWNZXZTK_f,222,3,False,2,216,False,0.12425083738963087,5,17246,18023,17267.0,216,7723.0,9523.0,False,777.0,0.02702702702702703,777
CUSJYRGUQV_r__XDZOAXPBLI_f,222,4,False,2,221,True,0.028830728559561508,6,13037,13196,13195.283783783783,0,7723.0,4546.0,False,926.2837837837837,1.0,1695
ETMEUQAZWU_r__VDZGHZRSLB_r,222,3,False,2,221,True,0.028830728559561508,5,10707,11484,10710.5,221,5866.0,4841.0,False,777.0,0.0045045045045045045,777
FHAPZVUFCF_r__HTGOZRIQGS_r,222,4,False,2,221,True,0.028830728559561508,6,11509,12131,11511.801801801801,0,4900.0,6463.0,False,148.80180180180182,1.0,914
FCVPWBBMLL_r__KKOJCLVXES_r,222,3,False,2,221,True,0.028830728559561508,5,33057,37194,33075.63513513513,221,14360.0,18697.0,False,4137.0,0.0045045045045045045,4137
FCVPWBBMLL_f__IALJRKIFKE_f,222,3,False,2,221,True,0.028830728559561508,5,26864,27641,26867.5,221,14356.0,12508.0,False,777.0,0.0045045045045045045,777
FBCCKBAUMR_r__QNVVEFTBVQ_r,222,3,False,2,221,True,0.028830728559561508,5,2922,3699,2925.5,221,1227.0,1695.0,False,777.0,0.0045045045045045045,777
FBCCKBAUMR_f__LNBURBEGYE_r,222,3,False,2,221,True,0.028830728559561508,5,4154,5353,4159.4009009009005,221,1228.0,2926.0,False,1199.0,0.0045045045045045045,1199
EYYBBUUUVB_f__UIRDNIZHWO_f,222,3,False,2,221,True,0.028830728559561508,5,4445,5221,4448.495495495496,221,1202.0,3243.0,False,776.0,0.0045045045045045045,776
EXDQYDEING_r__GHZIAJAUFO_f,222,3,False,2,221,True,0.028830728559561508,5,14967,15743,14970.495495495496,221,2233.0,12734.0,False,776.0,0.0045045045045045045,776
EXDQYDEING_f__OPCCUBTDFQ_f,222,23,True,16,202,False,0.524206067951506,286,40049,72065,50938.64414414414,0,2260.0,24129.0,False,24150.644144144146,1.0,32879
UPOMFHGEIC_r__ZVPGGEJIIF_r,222,3,False,2,221,True,0.028830728559561508,5,11193,11970,11196.5,221,975.0,10218.0,False,777.0,0.0045045045045045045,777
UXPSNWWHML_f__YHLTNASHXN_f,222,3,False,2,221,True,0.028830728559561508,5,12165,161618,12838.211711711712,221,6195.0,5970.0,False,149453.0,0.0045045045045045045,149453
EWEQPJREYX_f__PTQCXBETCD_r,222,3,False,2,221,True,0.028830728559561508,5,8555,9893,8561.027027027027,221,6400.0,2155.0,False,1338.0,0.0045045045045045045,1338
UZIELDGMRQ_r__YUMHUOWTXQ_r,222,3,False,2,221,True,0.028830728559561508,5,8636,9413,8639.5,221,524.0,8112.0,False,777.0,0.0045045045045045045,777
VCAVVOUNDI_f__XIWJABIXEM_f,222,3,False,2,170,False,0.5443422122111141,5,5907,6091,6047.9009009009005,52,4720.0,1187.0,False,184.0,0.7657657657657657,184
ETMEUQAZWU_f__QSPABZAPOJ_f,222,19,True,11,187,False,0.6503539154519987,138,17060,50873,19639.711711711712,187,5872.0,11188.0,False,16362.742857142857,0.15765765765765766,35819
CWCCKOQCWZ_r__SEDXXNCRYL_f,222,3,False,2,221,True,0.028830728559561508,5,15362,16139,15365.5,221,2991.0,12371.0,False,777.0,0.0045045045045045045,777
VGGCNZRXUG_r__VKGJGCHOXW_r,222,3,False,2,221,True,0.028830728559561508,5,13752,14291,14288.572072072073,1,10267.0,3485.0,False,539.0,0.9954954954954955,539
VGYXZAWOLD_f__ZPIAIJAZDD_r,222,3,False,2,221,True,0.028830728559561508,5,29802,68150,29974.73873873874,221,24345.0,5457.0,False,38348.0,0.0045045045045045045,38348
VOCDMCENAJ_f__ZGDFXVNQXV_f,222,3,False,2,221,True,0.028830728559561508,5,7010,10065,7023.761261261261,221,645.0,6365.0,False,3055.0,0.0045045045045045045,3055
EQDOECTTHL_r__JMOMDSHCBS_r,222,3,False,2,220,False,0.051396505482011766,5,3493,4269,3499.990990990991,220,704.0,2789.0,False,776.0,0.009009009009009009,776
EQDOECTTHL_f__FSKJDTCZAX_r,222,117,True,15,207,False,0.42403285679547176,544,5580,47845,8174.585585585585,207,687.0,4893.0,False,38399.86666666667,0.06756756756756757,121034
EODAIXMTFC_r__XWBZCZLFKX_f,222,3,False,2,220,False,0.051396505482011766,5,8685,9462,8692.0,220,6344.0,2341.0,False,777.0,0.009009009009009009,777
EOBHADSLFU_r__YEWBDLFUDB_r,222,3,False,2,221,True,0.028830728559561508,5,13406,51492,13577.558558558558,221,690.0,12716.0,False,38086.0,0.0045045045045045045,38086
VQTSEJSIBI_r__XKCACMGLJG_r,222,1,False,1,222,False,0.0,1,28558,28558,28558.0,222,28558.0,28558.0,True,,0.0,0
ENLVAKOFWR_r__YYFLULYKQO_r,222,3,True,2,221,True,0.028830728559561508,7,6516,7183,6519.004504504504,0,1615.0,4234.0,False,670.0045045045046,1.0,667
ENLVAKOFWR_f__IHERCMJOSU_f,222,3,False,2,221,True,0.028830728559561508,5,15032,16285,15037.644144144144,221,1616.0,13416.0,False,1253.0,0.0045045045045045045,1253
EMMZDONZAL_r__HZDABMLPJE_r,222,3,False,2,221,True,0.028830728559561508,5,4772,5549,4775.5,221,3953.0,819.0,False,777.0,0.0045045045045045045,777
EMMZDONZAL_f__IOAGCZFIPS_r,222,3,False,2,221,True,0.028830728559561508,5,12140,13586,12146.513513513513,221,3949.0,8191.0,False,1446.0,0.0045045045045045045,1446
EMGFPLARXL_f__GUDQDOMJFJ_r,222,3,False,2,221,True,0.028830728559561508,5,13545,28478,13612.265765765766,221,7603.0,5942.0,False,14933.0,0.0045045045045045045,14933
FHCOVEKCDA_f__OOKLAQXFLW_r,222,8,False,7,168,False,0.6660776379661166,23,10915,13561,11033.9009009009,49,3511.0,7404.0,False,152.57803468208093,0.7792792792792793,7224
FHCOVEKCDA_r__PUGROJSRNQ_f,222,4,False,3,191,False,0.42420825481475255,8,7560,8813,7580.914414414415,191,,4051.0,False,149.7741935483871,0.13963963963963963,1366
FHHLAHZJOM_f__JDTWTXSWTH_f,222,4,False,3,217,False,0.11897061086885923,11,19155,19932,19172.5,217,11520.0,7207.0,False,777.0,0.02252252252252252,777
FQGXEWGAMU_r__MFOVCGIAED_r,222,3,False,2,220,False,0.051396505482011766,5,6443,7220,6450.0,220,2651.0,3792.0,False,777.0,0.009009009009009009,777
ULVIPOHWTC_f__YEWBDLFUDB_f,222,3,False,2,221,True,0.028830728559561508,5,14766,15543,14769.5,221,2057.0,12709.0,False,777.0,0.0045045045045045045,777
UNPTZNKWVD_f__VDZGHZRSLB_f,222,3,False,2,221,True,0.028830728559561508,5,15205,15376,15375.22972972973,1,10363.0,4842.0,False,171.0,0.9954954954954955,171
GPKQYOCEJI_r__NKVSUZGURN_f,222,92,True,53,69,False,2.688294053271723,3518,9994,61714,57322.6036036036,0,1437.0,7901.0,False,47820.6036036036,1.0,94894
GPKQYOCEJI_f__NFBBASIHND_f,222,3,False,2,221,True,0.028830728559561508,5,2411,3664,2416.6441441441443,221,1439.0,972.0,False,1253.0,0.0045045045045045045,1253
GPBEDJEWVF_r__QSECVMMRIA_r,222,3,False,2,221,True,0.028830728559561508,5,14266,16806,14277.441441441442,221,13066.0,1200.0,False,2540.0,0.0045045045045045045,2540
GPBEDJEWVF_f__JKRDVEYDGL_f,222,3,False,2,221,True,0.028830728559561508,5,20347,21175,20350.72972972973,221,13059.0,7288.0,False,828.0,0.0045045045045045045,828
GOSFXHIPVD_r__LPUDKVLVUB_r,222,3,False,2,221,True,0.028830728559561508,5,4814,5591,4817.5,221,668.0,4146.0,False,777.0,0.0045045045045045045,777
GOGOYBIRLF_r__QCVLIGSQQB_r,222,3,False,2,221,True,0.028830728559561508,5,12747,14000,12752.644144144144,221,11399.0,1348.0,False,1253.0,0.0045045045045045045,1253
GOGOYBIRLF_f__UEAYJKMKRY_f,222,3,False,2,221,True,0.028830728559561508,5,15988,18342,18331.396396396398,1,11399.0,4589.0,False,2354.0,0.9954954954954955,2354
GNKAUAIAPT_f__TYURTJYUUV_f,222,3,False,2,221,True,0.028830728559561508,5,21037,21813,21040.495495495496,221,18408.0,2629.0,False,776.0,0.0045045045045045045,776
GMWPNOTMNX_r__HXXODERGHH_r,222,5,False,3,220,False,0.057641074676245505,12,21959,22943,22168.567567567567,1,15135.0,6673.0,False,210.5158371040724,0.9954954954954955,984
GMWPNOTMNX_f__LTVDYXJODN_f,222,3,False,2,221,True,0.028830728559561508,5,16733,18069,16739.018018018018,221,15147.0,1586.0,False,1336.0,0.0045045045045045045,1336
GHZIAJAUFO_f__GZNSNVCHYD_f,222,3,False,2,221,True,0.028830728559561508,5,16649,17425,16652.495495495496,221,12727.0,3922.0,False,776.0,0.0045045045045045045,776
GCNKXNFARN_r__SUBPWPQDFD_f,222,3,False,2,221,True,0.028830728559561508,5,2778,4104,2783.972972972973,221,2009.0,769.0,False,1326.0,0.0045045045045045045,1326
GCKPIDOUOW_r__WBVPCGKUTV_r,222,4,False,3,218,False,0.10035413613342482,10,8868,9636,8879.82882882883,0,4550.0,3872.0,False,457.8288288288288,1.0,1214
GBIULQMJVJ_f__WBEPREVZIH_r,222,4,False,3,220,False,0.057641074676245505,8,7912,8688,7915.963963963964,220,,3231.0,False,440.0,0.009009009009009009,880
GAKJONQISG_r__UJBGATQZSS_r,222,4,False,2,221,True,0.028830728559561508,6,2354,8344,2380.981981981982,0,968.0,1225.0,False,187.981981981982,1.0,6312
GAKJONQISG_f__JKXDSPORHF_f,222,3,False,2,221,True,0.028830728559561508,5,2942,3719,2945.5,221,1013.0,1929.0,False,777.0,0.0045045045045045045,777
FZZJSRRGUR_r__WNLYKTZGKW_r,222,4,False,2,221,True,0.028830728559561508,6,1903,3124,1908.5,0,1192.0,552.0,False,164.5,1.0,1539
FZJAIKRIBR_r__SUTPFZJSZW_r,222,8,False,6,214,False,0.21133616431355917,35,10044,11484,10079.914414414414,214,1053.0,8087.0,False,996.625,0.036036036036036036,3461
FZJAIKRIBR_f__RTTKAJVARC_f,222,4,False,3,219,False,0.08018637650771378,11,8937,9705,8947.378378378378,219,1062.0,7762.0,False,768.0,0.013513513513513514,768
FVXKWWUWLU_r__TEQWAIXLNE_r,222,4,False,3,220,False,0.057641074676245505,8,1726,2792,1734.3018018018017,220,1029.0,697.0,False,921.5,0.009009009009009009,1843
FVXKWWUWLU_f__NWCEHPYUOF_r,222,4,False,3,220,False,0.057641074676245505,11,2341,3118,2348.0,220,945.0,1210.0,False,777.0,0.009009009009009009,777
FVXBUHYICJ_r__HEDBBNUKLU_r,222,3,False,2,221,True,0.028830728559561508,5,2904,3681,2907.5,221,851.0,2053.0,False,777.0,0.0045045045045045045,777
FUGUSMYVVA_r__HLZGFRDRSW_r,222,1,False,1,222,False,0.0,1,42312,42312,42312.0,222,42312.0,42312.0,True,,0.0,0
FUGUSMYVVA_f__LLBCNVRABS_f,222,1,False,1,222,False,0.0,1,26864,26864,26864.0,222,26864.0,26864.0,True,,0.0,0
FSKJDTCZAX_r__YWYSIZWCPS_f,222,3,False,2,221,True,0.028830728559561508,5,6039,9094,6052.761261261261,221,4882.0,1157.0,False,3055.0,0.0045045045045045045,3055
VRDEBAMMSO_r__WXCHSHHCDT_r,222,3,False,2,168,False,0.5547896023487735,5,5181,6618,6268.459459459459,54,3614.0,1567.0,False,1437.0,0.7567567567567568,1437
VRVWQAMLYI_r__ZZSDXSBTYG_r,222,3,False,2,221,True,0.028830728559561508,5,14149,14926,14152.5,221,1237.0,12912.0,False,777.0,0.0045045045045045045,777
VSATFZMIKW_f__ZBZDOJCZKQ_r,222,4,False,3,220,False,0.057641074676245505,11,7697,8474,7704.0,220,2265.0,4983.0,False,777.0,0.009009009009009009,777
DCUQYOMUNY_f__EODAIXMTFC_r,222,3,False,2,221,True,0.028830728559561508,5,5102,42390,5269.963963963964,221,640.0,4462.0,False,37288.0,0.0045045045045045045,37288
DLWOUQGNEY_r__HNIWKGNLBM_r,222,3,False,2,221,True,0.028830728559561508,5,11071,11847,11074.495495495496,221,1736.0,9335.0,False,776.0,0.0045045045045045045,776
DLWOUQGNEY_f__MFOVCGIAED_f,222,3,False,2,221,True,0.028830728559561508,5,5528,12319,5558.59009009009,221,1737.0,3791.0,False,6791.0,0.0045045045045045045,6791
DKZMPZSQCN_r__KRWMLFOZYV_r,222,3,False,2,221,True,0.028830728559561508,5,10520,11773,10525.644144144144,221,4103.0,6417.0,False,1253.0,0.0045045045045045045,1253
DKZMPZSQCN_f__IDAZXSKCHH_f,222,6,False,5,218,False,0.11520024814245333,24,5649,6899,5669.391891891892,218,4146.0,917.0,False,1131.75,0.018018018018018018,2027
